longitude,latitude,altitude,ground_speed
72.951471,21.287078,0,11.666667
72.951431,21.286056,0,11.388889
72.951227,21.281371,0,13.333333
72.951227,21.280133,0,13.611111
72.951609,21.27894,0,0
72.951609,21.27894,0,13.888889
72.9522,21.277829,0,13.333333
72.952889,21.276798,0,13.611111
72.956124,21.272742,0,13.611111
72.956751,21.271778,0,11.388889
72.957862,21.269216,0,10.277778
72.958822,21.267169,0,13.611111
72.960596,21.263242,0,14.166667
72.961569,21.261111,0,12.222222
72.962058,21.260031,0,0
72.962547,21.258938,0,13.055556
72.963578,21.256698,0,13.611111
72.964631,21.254404,0,13.333333
72.9662,21.250982,0,14.166667
72.967764,21.247476,0,13.888889
72.968542,21.242469,0,13.611111
72.968582,21.238673,0,0
72.968582,21.238673,0,13.888889
72.968573,21.237409,0,13.888889
72.96856,21.232347,0,13.888889
72.968507,21.227311,0,13.888889
72.968484,21.223573,0,13.333333
72.968462,21.218722,0,13.055556
72.968516,21.216327,0,0
72.968453,21.215151,0,12.777778
72.967836,21.210491,0,13.333333
72.967667,21.20928,0,13.333333
72.967116,21.205769,0,12.222222
72.966453,21.201222,0,12.5
72.965782,21.196398,0,13.333333
72.965613,21.195193,0,0
72.965676,21.193944,0,13.611111
72.966147,21.189258,0,13.333333
72.964942,21.184476,0,13.333333
72.963782,21.179847,0,13.333333
72.963622,21.178649,0,13.055556
72.963569,21.177444,0,13.055556
72.963302,21.174007,0,0
72.963089,21.172884,0,11.944444
72.962644,21.170682,0,12.777778
72.96192,21.166889,0,13.611111
72.961387,21.162258,0,13.333333
72.963507,21.158022,0,11.111111
72.96376,21.157053,0,10.833333
72.964156,21.153651,0,0
72.964289,21.152396,0,13.888889
72.964707,21.148362,0,14.166667
72.96524,21.143667,0,12.5
72.965964,21.141442,0,13.333333
72.966707,21.140429,0,13.333333
72.967804,21.138251,0,13.333333
72.968996,21.133418,0,13.611111
72.969489,21.132251,0,0
72.969996,21.131069,0,13.888889
72.971916,21.126209,0,14.166667
72.973938,21.12132,0,14.444444
72.97444,21.120107,0,14.166667
72.97644,21.115264,0,14.444444
72.976653,21.113984,0,14.166667
72.976378,21.110122,0,0
72.97624,21.108844,0,14.166667
72.976098,21.107571,0,13.888889
72.975791,21.102871,0,14.166667
72.976418,21.099169,0,14.166667
72.977013,21.094127,0,13.888889
72.977182,21.092862,0,13.888889
72.977347,21.091611,0,13.611111
72.977747,21.088009,0,0
72.977747,21.088009,0,12.222222
72.977889,21.086947,0,11.388889
72.978036,21.085898,0,12.222222
72.978569,21.081873,0,16.666667
72.97876,21.080389,0,16.111111
72.979071,21.07778,0,11.666667
72.980231,21.073493,0,0
72.980231,21.073493,0,2.777778
72.980689,21.072996,0,0
72.980689,21.072996,0,0
72.980689,21.072996,0,0
72.980689,21.072996,0,0
72.973258,21.015138,0,13.333333
72.973173,21.012667,0,0
72.973213,21.011402,0,13.611111
72.973471,21.006424,0,13.888889
72.973151,21.00398,0,13.611111
72.971098,20.999598,0,13.055556
72.969329,20.995004,0,14.166667
72.968262,20.991371,0,0
72.967973,20.990382,0,10.555556
72.967742,20.989411,0,11.666667
72.966684,20.984298,0,13.888889
72.965729,20.979631,0,13.055556
72.964804,20.97496,0,13.611111
72.964609,20.973771,0,13.055556
72.964013,20.970149,0,0
72.963836,20.969109,0,10.833333
72.963209,20.964936,0,13.055556
72.962671,20.960238,0,13.333333
72.962333,20.958998,0,15
72.9608,20.954227,0,13.333333
72.959769,20.950653,0,12.5
72.959467,20.949653,0,0
72.959227,20.948818,0,8.888889
72.959116,20.947942,0,10.555556
72.959533,20.947093,0,10.833333
72.960364,20.94654,0,10.555556
72.961364,20.946,0,12.222222
72.963662,20.944658,0,14.722222
72.965951,20.943333,0,13.055556
72.9702,20.940816,0,12.777778
72.972009,20.939184,0,12.5
72.974298,20.937042,0,0
72.974862,20.936498,0,5.555556
72.976662,20.934956,0,7.777778
72.978227,20.933318,0,2.5
72.977991,20.933222,0,3.888889
72.97748,20.933031,0,6.944444
72.974302,20.931002,0,10.277778
72.971787,20.929747,0,0
72.970884,20.929293,0,10.277778
72.966871,20.927209,0,12.222222
72.962671,20.925029,0,12.222222
72.959373,20.923331,0,12.5
72.955062,20.921122,0,12.5
72.953329,20.920244,0,0
72.952924,20.920182,0,5.555556
72.95276,20.920224,0,6.111111
72.951858,20.920309,0,2.5
72.954591,20.91788,0,10.833333
72.957773,20.914982,0,10.833333
72.960524,20.910764,0,0
72.960524,20.910764,0,11.666667
72.960787,20.909673,0,11.388889
72.961449,20.908764,0,12.222222
72.962409,20.907938,0,12.5
72.964164,20.906436,0,11.666667
72.964773,20.905602,0,10.833333
72.966262,20.901873,0,11.666667
72.969489,20.898511,0,13.055556
72.971742,20.896164,0,12.777778
72.971907,20.894996,0,0
72.972191,20.893847,0,13.333333
72.973062,20.891556,0,12.5
72.973844,20.886953,0,13.055556
72.974813,20.882369,0,12.777778
72.976396,20.877931,0,13.055556
72.976564,20.874404,0,0
72.976631,20.873216,0,12.777778
72.976898,20.872093,0,11.944444
72.977591,20.869891,0,13.611111
72.977538,20.868647,0,13.888889
72.976258,20.865207,0,12.222222
72.975844,20.864153,0,12.222222
72.975707,20.863033,0,12.777778
72.975947,20.861893,0,12.777778
72.976236,20.861411,0,11.666667
72.977156,20.86072,0,5.555556
72.977378,20.860678,0,6.388889
72.977836,20.860684,0,3.611111
72.978333,20.860684,0,5.833333
72.980093,20.860624,0,0
72.980093,20.860624,0,0
72.980507,20.860511,0,5
72.980604,20.860338,0,5.555556
72.981116,20.856102,0,8.333333
72.982156,20.854802,0,9.166667
72.982698,20.85412,0,9.722222
72.982996,20.853911,0,10
72.983987,20.853709,0,11.111111
72.988489,20.853213,0,5.277778
72.989058,20.85316,0,5.277778
72.989173,20.853078,0,0
72.989173,20.853078,0,4.722222
72.989244,20.852824,0,6.111111
72.989489,20.851809,0,7.5
72.990111,20.85126,0,9.444444
72.990471,20.847669,0,12.222222
72.990044,20.845267,0,5.555556
72.990111,20.844922,0,7.222222
72.990462,20.844518,0,2.777778
72.9926,20.842593,0,10.277778
72.993729,20.840836,0,0
72.994093,20.840016,0,5.277778
72.994284,20.8396,0,1.944444
72.994467,20.839242,0,1.944444
72.994573,20.839064,0,0
72.994573,20.839064,0,0
72.994573,20.839064,0,0
72.994636,20.838876,0,2.5
72.99492,20.837969,0,3.888889
72.994889,20.837591,0,3.888889
72.994751,20.83688,0,0
72.994751,20.83688,0,0
72.994707,20.836616,0,0
72.994707,20.836616,0,0
72.994667,20.836469,0,2.5
72.994604,20.836064,0,0
72.994498,20.835484,0,7.222222
72.994964,20.831544,0,8.888889
72.995436,20.830864,0,9.166667
72.995489,20.830013,0,9.444444
72.995409,20.828393,0,10
72.995431,20.824109,0,11.666667
72.996178,20.82118,0,0
72.996369,20.820313,0,9.166667
72.996582,20.818011,0,5.277778
72.996689,20.817833,0,5.833333
72.996911,20.817773,0,5.833333
73.001853,20.816564,0,11.666667
73.005271,20.814318,0,11.666667
73.006422,20.811458,0,0
73.006613,20.810556,0,10.277778
73.006058,20.807642,0,11.388889
73.004929,20.804509,0,11.944444
73.003684,20.80134,0,5.833333
73.003027,20.797353,0,0
73.00316,20.796422,0,10.555556
73.003822,20.793567,0,8.333333
73.003951,20.793093,0,4.722222
73.004098,20.793089,0,4.722222
73.004622,20.793287,0,6.944444
73.006284,20.793564,0,10.277778
73.007347,20.793447,0,11.111111
73.009644,20.79292,0,13.055556
73.012178,20.792564,0,13.055556
73.017089,20.791804,0,13.055556
73.018347,20.791531,0,0
73.019422,20.79108,0,12.222222
73.020462,20.790496,0,11.944444
73.021711,20.790398,0,13.055556
73.02656,20.790736,0,11.666667
73.030982,20.79164,0,11.111111
73.035773,20.791162,0,12.777778
73.039489,20.790778,0,0
73.04064,20.79054,0,12.222222
73.041693,20.790218,0,11.388889
73.042604,20.789531,0,12.5
73.045387,20.78732,0,13.055556
73.046524,20.786878,0,12.777778
73.051489,20.786027,0,12.777778
73.05652,20.785247,0,12.777778
73.059929,20.786093,0,0
73.061027,20.786496,0,11.944444
73.064178,20.787631,0,8.333333
73.06452,20.787749,0,3.055556
73.064818,20.787593,0,4.166667
73.064858,20.78748,0,4.444444
73.064196,20.784758,0,0
73.064156,20.784496,0,0
73.064156,20.784496,0,0
73.064156,20.784496,0,0
72.997942,20.707413,0,12.222222
72.993933,20.7053,0,11.666667
72.990044,20.703209,0,11.388889
72.987329,20.700182,0,10.833333
72.986689,20.69942,0,10.555556
72.985764,20.698949,0,11.111111
72.984636,20.698649,0,12.222222
72.983453,20.698451,0,0
72.982147,20.698411,0,13.888889
72.977356,20.696809,0,13.611111
72.973502,20.693582,0,13.333333
72.969849,20.690253,0,13.055556
72.967058,20.687531,0,13.333333
72.965231,20.685778,0,0
72.964293,20.684867,0,13.888889
72.959893,20.68204,0,15
72.957093,20.680516,0,17.777778
72.952844,20.678044,0,16.666667
72.950996,20.6745,0,13.055556
72.95028,20.669558,0,14.166667
72.949973,20.668396,0,0
72.949907,20.667344,0,11.388889
72.950227,20.66626,0,13.055556
72.951156,20.66372,0,15.555556
72.95256,20.658936,0,11.666667
72.9524,20.654447,0,13.333333
72.95624,20.651031,0,13.055556
72.956804,20.648604,0,0
72.957084,20.647358,0,13.888889
72.957987,20.643571,0,14.722222
72.959258,20.638693,0,14.166667
72.959684,20.637484,0,13.333333
72.960951,20.632816,0,13.333333
72.960267,20.630378,0,13.888889
72.959204,20.626887,0,0
72.959093,20.62582,0,11.111111
72.959533,20.62326,0,10.833333
72.960089,20.620967,0,13.055556
72.960618,20.618484,0,13.333333
72.961502,20.613964,0,13.611111
72.961938,20.611653,0,12.222222
72.96212,20.606884,0,0
72.96212,20.606884,0,13.888889
72.96176,20.605618,0,13.611111
72.961311,20.604582,0,11.388889
72.960573,20.60386,0,11.111111
72.957498,20.601678,0,13.888889
72.95552,20.600236,0,11.944444
72.95276,20.598229,0,11.666667
72.95128,20.596636,0,11.111111
72.950844,20.59572,0,11.388889
72.950622,20.593664,0,9.444444
72.950951,20.592224,0,0
72.95112,20.59164,0,6.388889
72.95208,20.588498,0,13.055556
72.952889,20.585869,0,15.555556
72.953858,20.582431,0,11.944444
72.955213,20.577818,0,13.333333
72.955618,20.573222,0,0
72.955618,20.573222,0,10.277778
72.955542,20.572342,0,9.444444
72.955458,20.571391,0,11.388889
72.955062,20.566671,0,12.5
72.954742,20.5631,0,12.777778
72.954996,20.558313,0,12.777778
72.955978,20.553836,0,10.555556
72.956178,20.552964,0,0
72.956178,20.552964,0,9.166667
72.956347,20.5522,0,8.055556
72.957178,20.548291,0,10.555556
72.958138,20.544342,0,12.5
72.958396,20.543267,0,11.666667
72.960489,20.538896,0,12.777778
72.961609,20.536993,0,12.222222
72.961649,20.535867,0,12.5
72.961227,20.534749,0,0
72.961227,20.534749,0,13.333333
72.9606,20.533727,0,12.5
72.959427,20.531722,0,12.777778
72.9592,20.530527,0,13.055556
72.959129,20.529316,0,13.333333
72.958822,20.524918,0,10.555556
72.958573,20.523996,0,10.555556
72.95732,20.52212,0,12.777778
72.953316,20.518949,0,14.444444
72.952218,20.518176,0,13.611111
72.951231,20.517516,0,0
72.9504,20.51694,0,10.555556
72.94648,20.514289,0,12.5
72.945578,20.51364,0,11.666667
72.944969,20.512836,0,8.333333
72.94464,20.512,0,11.111111
72.944307,20.510938,0,12.5
72.942831,20.505998,0,13.333333
72.943169,20.504831,0,13.611111
72.943978,20.501442,0,0
72.943978,20.501442,0,13.055556
72.943649,20.50022,0,14.444444
72.942107,20.495727,0,12.777778
72.940467,20.491249,0,12.777778
72.938867,20.489838,0,8.055556
72.938636,20.489536,0,3.333333
72.938791,20.489304,0,0
72.938791,20.489304,0,0
72.938791,20.489304,0,1.944444
72.938751,20.489198,0,0
72.938751,20.489198,0,0
72.938751,20.489198,0,0
72.920191,20.458211,0,12.5
72.919631,20.454151,0,15
72.918853,20.449127,0,12.777778
72.91868,20.447953,0,13.055556
72.918404,20.445647,0,0
72.918289,20.444493,0,13.055556
72.91768,20.439629,0,13.333333
72.917267,20.435562,0,7.777778
72.917236,20.434927,0,2.5
72.916902,20.433078,0,0
72.916902,20.433078,0,8.888889
72.916787,20.432176,0,10.277778
72.91668,20.430151,0,11.111111
72.916693,20.429129,0,0
72.916693,20.429129,0,11.944444
72.917084,20.42808,0,12.777778
72.917947,20.423547,0,12.5
72.915467,20.419742,0,13.333333
72.915573,20.418573,0,12.5
72.916124,20.417533,0,12.777778
72.916822,20.415498,0,8.611111
72.916947,20.414011,0,6.388889
72.916822,20.411138,0,8.611111
72.916604,20.409236,0,12.222222
72.916178,20.408144,0,12.5
72.916178,20.408144,0,0
72.915978,20.40704,0,12.5
72.914933,20.402716,0,13.333333
72.913511,20.398289,0,10.277778
72.912316,20.394202,0,12.777778
72.911898,20.393051,0,13.611111
72.911133,20.3883,0,11.944444
72.911507,20.385504,0,12.5
72.913649,20.382373,0,13.055556
72.914964,20.380511,0,12.5
72.915636,20.379551,0,12.777778
72.918364,20.375671,0,10.555556
72.918876,20.37494,0,0
72.919382,20.374222,0,10
72.919982,20.37338,0,11.944444
72.922698,20.369427,0,11.111111
72.922964,20.368456,0,11.388889
72.922853,20.367413,0,11.666667
72.922422,20.366527,0,9.722222
72.921356,20.364624,0,8.888889
72.920729,20.363907,0,11.388889
72.91992,20.363053,0,13.611111
72.917227,20.360318,0,0
72.917227,20.360318,0,12.777778
72.916396,20.35948,0,12.222222
72.914809,20.357804,0,13.055556
72.912276,20.355184,0,13.333333
72.909791,20.352624,0,10.277778
72.908613,20.350931,0,12.5
72.908653,20.348327,0,16.111111
72.909636,20.345709,0,14.166667
72.910124,20.341642,0,0
72.910124,20.341642,0,13.055556
72.909293,20.34074,0,13.055556
72.906053,20.337369,0,14.444444
72.905596,20.333647,0,13.055556
72.904684,20.329127,0,12.222222
72.903747,20.324278,0,13.888889
72.903373,20.322029,0,0
72.903373,20.322029,0,11.666667
72.9032,20.32092,0,12.777778
72.902769,20.318491,0,13.611111
72.90216,20.314309,0,11.944444
72.901827,20.311842,0,13.611111
72.901102,20.307071,0,13.888889
72.900644,20.30202,0,12.777778
72.900542,20.300849,0,0
72.900427,20.299631,0,13.333333
72.90032,20.298413,0,13.611111
72.900338,20.293487,0,12.5
72.900427,20.289084,0,12.222222
72.899169,20.287191,0,13.055556
72.895964,20.283458,0,12.222222
72.894684,20.281962,0,0
72.894027,20.281196,0,12.222222
72.892427,20.279344,0,12.777778
72.890173,20.276773,0,12.5
72.888298,20.274209,0,11.666667
72.886996,20.272022,0,4.444444
72.886756,20.271909,0,3.333333
72.886498,20.272056,0,0
72.886498,20.272056,0,2.5
72.886031,20.272411,0,4.166667
72.884689,20.273144,0,3.888889
72.884253,20.273327,0,4.444444
72.883933,20.27354,0,2.777778
72.883933,20.27354,0,2.777778
72.883924,20.273753,0,2.5
72.884102,20.274049,0,4.166667
72.885329,20.276844,0,2.777778
72.885093,20.276984,0,3.333333
72.884733,20.277144,0,0
72.884284,20.277373,0,5
72.883622,20.277669,0,5.277778
72.880867,20.2788,0,3.888889
72.879022,20.27952,0,8.055556
72.87448,20.281178,0,9.722222
72.873689,20.281582,0,0
72.873689,20.281582,0,0
72.873084,20.281867,0,5.277778
72.872884,20.281798,0,5.833333
72.869009,20.279313,0,2.5
72.868636,20.279244,0,4.444444
72.863671,20.279142,0,7.777778
72.862116,20.280173,0,11.111111
72.860449,20.281282,0,0
72.860449,20.281282,0,10.555556
72.859613,20.281844,0,10.555556
72.85552,20.285116,0,11.111111
72.85552,20.285116,0,11.111111
72.854751,20.285511,0,10
72.853804,20.28546,0,9.722222
72.851569,20.285238,0,3.333333
72.851471,20.285284,0,4.444444
72.851427,20.285393,0,4.166667
72.851404,20.285782,0,5.277778
72.85064,20.287727,0,9.166667
72.850298,20.288282,0,3.055556
72.850142,20.288429,0,0
72.850004,20.28872,0,2.222222
72.849458,20.292113,0,9.166667
72.849151,20.294778,0,9.444444
72.84896,20.296182,0,5.833333
72.848738,20.298251,0,0
72.848671,20.298896,0,6.666667
72.848671,20.298896,0,6.666667
72.848769,20.299482,0,5.555556
72.849107,20.299853,0,4.166667
72.849418,20.300171,0,2.222222
72.850236,20.301102,0,4.166667
72.851258,20.302307,0,3.888889
72.851898,20.303013,0,3.055556
72.852111,20.303142,0,0
72.852111,20.303142,0,3.055556
72.8524,20.302913,0,4.722222
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854316,20.301424,0,0
72.854258,20.3013,0,0
72.854258,20.3013,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.855249,20.301853,0,0
72.854827,20.301838,0,0
72.854827,20.301838,0,0
