longitude,latitude,altitude,ground_speed
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.98548,21.53652,0,0
72.986449,21.536649,0,1.944444
72.986138,21.536767,0,2.222222
72.98596,21.537202,0,3.055556
72.985778,21.537458,0,3.888889
72.985658,21.537511,0,4.166667
72.984742,21.53762,0,4.166667
72.984404,21.537738,0,3.055556
72.984347,21.537949,0,2.5
72.984613,21.539247,0,5.555556
72.985071,21.541242,0,0
72.985284,21.542113,0,10.277778
72.98636,21.546722,0,9.166667
72.986787,21.548556,0,10.833333
72.9872,21.550349,0,8.333333
72.987418,21.550756,0,3.611111
72.987844,21.550678,0,4.722222
72.989084,21.55046,0,7.5
72.992471,21.549927,0,0
72.992951,21.549838,0,3.333333
72.993444,21.549751,0,3.888889
72.995422,21.549427,0,7.222222
72.995858,21.54942,0,2.777778
72.995893,21.549669,0,4.444444
72.996369,21.552278,0,3.611111
72.996467,21.552667,0,0
72.996507,21.552833,0,1.944444
72.996507,21.552833,0,1.944444
72.99668,21.552971,0,3.333333
72.99704,21.552913,0,5
72.998316,21.552789,0,0
72.998911,21.553296,0,0
72.998884,21.552829,0,2.5
72.998884,21.552829,0,2.5
72.999084,21.552733,0,2.222222
72.999382,21.5527,0,3.888889
73.002276,21.552336,0,9.722222
73.003204,21.552218,0,8.055556
73.003547,21.552111,0,4.444444
73.003578,21.55198,0,4.722222
73.003182,21.548969,0,4.722222
73.00316,21.548444,0,0
73.00316,21.548444,0,0
73.00316,21.548444,0,0
73.003089,21.54786,0,5.277778
73.00292,21.546749,0,2.777778
73.00312,21.54664,0,3.611111
73.00364,21.546711,0,6.111111
73.005569,21.546784,0,0
73.005089,21.54696,0,2.777778
73.002853,21.546658,0,5.555556
73.002387,21.54664,0,0
73.001938,21.546598,0,4.444444
72.998507,21.545949,0,5.833333
72.998507,21.545949,0,5.833333
72.998369,21.545851,0,6.388889
72.995329,21.544973,0,4.722222
72.995093,21.544938,0,1.944444
72.995049,21.545122,0,3.333333
72.99508,21.545464,0,3.611111
72.99508,21.545464,0,3.611111
72.994956,21.545549,0,4.166667
72.99444,21.545604,0,5.833333
72.992987,21.545844,0,0
72.992164,21.546011,0,8.611111
72.990684,21.546244,0,0
72.990538,21.546271,0,2.5
72.986778,21.546864,0,6.388889
72.986778,21.546864,0,6.388889
72.986449,21.546853,0,3.333333
72.986396,21.5465,0,4.444444
72.985413,21.542136,0,9.722222
72.984956,21.540467,0,0
72.984818,21.53984,0,7.777778
72.984382,21.538002,0,5.277778
72.984369,21.537667,0,3.333333
72.984689,21.537607,0,4.166667
72.985116,21.537544,0,4.166667
72.985422,21.537444,0,3.055556
72.985404,21.537187,0,4.166667
72.98532,21.536836,0,0
72.985182,21.536444,0,0
72.985182,21.536444,0,0
72.985182,21.536444,0,0
72.985182,21.536444,0,0
72.985182,21.536444,0,0
72.985182,21.536444,0,0
72.98636,21.546313,0,3.888889
72.986658,21.547607,0,7.5
72.987267,21.550189,0,10.277778
72.987458,21.550722,0,4.166667
72.98768,21.550704,0,4.166667
72.992613,21.54986,0,9.722222
72.993582,21.549736,0,0
72.9946,21.549556,0,10
72.995453,21.549411,0,8.055556
72.995911,21.549376,0,3.333333
72.995933,21.54962,0,4.166667
72.996622,21.552944,0,3.888889
72.996942,21.552947,0,3.055556
72.998742,21.55272,0,2.777778
72.998884,21.552967,0,0
72.998884,21.552967,0,1.944444
72.99884,21.553442,0,0
72.998991,21.553313,0,2.777778
72.998938,21.552962,0,3.611111
72.99884,21.552744,0,2.777778
72.998529,21.552756,0,4.444444
72.996489,21.552824,0,2.777778
72.996436,21.552484,0,5.277778
72.995636,21.549382,0,3.888889
72.993578,21.549707,0,0
72.992667,21.549891,0,9.444444
72.987671,21.550698,0,7.5
72.987364,21.550629,0,2.5
72.986489,21.546671,0,7.777778
72.985787,21.543729,0,0
72.985573,21.54288,0,10.277778
72.985342,21.541978,0,10.277778
72.984351,21.537776,0,3.055556
72.984582,21.537604,0,3.611111
72.985404,21.537464,0,3.611111
72.985449,21.537176,0,4.166667
72.985338,21.5368,0,0
72.985338,21.5368,0,3.055556
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
72.985253,21.536522,0,0
