longitude,latitude,altitude,ground_speed
72.855018,20.301847,0,0
72.855018,20.301847,0,0
72.855018,20.301847,0,0
72.855018,20.301847,0,0
72.855018,20.301847,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854902,20.301691,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
72.854827,20.301749,0,0
