longitude,latitude,ground_speed
72.917404,19.535867,12.5
72.917276,19.534742,0
72.91716,19.533593,12.777778
72.916884,19.531291,12.5
72.916693,19.526716,13.333333
72.916907,19.522204,1.944444
72.916916,19.522013,0
72.917062,19.52028,3.055556
72.917031,19.518798,3.055556
72.916907,19.51706,0
72.916902,19.516187,10.277778
72.917671,19.511404,11.388889
72.917609,19.506776,11.666667
72.918458,19.502731,8.055556
72.9186,19.501551,0
72.9186,19.501258,3.055556
72.918182,19.500078,6.388889
72.91764,19.499551,9.444444
72.916258,19.498104,11.388889
72.915391,19.497476,11.666667
72.913476,19.49638,11.666667
72.909493,19.494856,10.555556
72.907524,19.492427,0
72.90696,19.491607,11.111111
72.904244,19.48842,12.777778
72.90088,19.485464,11.944444
72.897547,19.481707,8.333333
72.896071,19.479927,0
72.895653,19.479424,7.777778
72.895164,19.478816,9.166667
72.8936,19.474856,6.388889
72.891404,19.470709,12.222222
72.887787,19.467116,0
72.887787,19.467116,11.944444
72.887213,19.466018,13.611111
72.886858,19.46494,11.111111
72.886858,19.463993,10
72.885996,19.460449,12.777778
72.884707,19.456196,11.944444
72.883818,19.451869,11.111111
72.883209,19.448853,0
72.882982,19.447804,11.944444
72.880827,19.443916,13.611111
72.878969,19.440871,12.5
72.876649,19.436496,14.166667
72.873773,19.432598,13.055556
72.872347,19.430884,0
72.872187,19.429947,10.833333
72.872422,19.428898,12.5
72.873049,19.427807,14.166667
72.87512,19.424276,13.611111
72.875609,19.422027,12.5
72.874907,19.417518,13.055556
72.875284,19.41638,13.055556
72.877098,19.411918,13.888889
72.877556,19.410882,0
72.877556,19.410882,10.833333
72.877893,19.410031,10
72.879111,19.408202,12.5
72.88008,19.407556,11.944444
72.881004,19.406956,10.833333
72.882013,19.405904,5.277778
72.882218,19.405527,4.444444
72.882836,19.403558,4.722222
72.883867,19.400773,0
72.884009,19.400387,4.444444
72.884124,19.400013,4.166667
72.884573,19.39896,3.888889
72.885467,19.397873,6.944444
72.886,19.397513,7.222222
72.888182,19.396049,11.666667
72.891489,19.393784,15.555556
72.894716,19.390493,0
72.894716,19.390493,16.666667
72.895729,19.389351,16.944444
72.896782,19.388171,16.388889
72.897493,19.386804,16.944444
72.897667,19.385333,15.833333
72.896827,19.383,11.944444
72.896218,19.382064,13.055556
72.895662,19.380904,15
72.895529,19.379547,14.722222
72.895578,19.375642,14.444444
72.895569,19.374298,14.722222
72.895409,19.369649,12.222222
72.895027,19.368569,0
72.894569,19.3675,13.055556
72.892791,19.363069,15.833333
72.892809,19.358698,14.722222
72.893587,19.354169,11.944444
72.894044,19.351958,12.777778
72.89376,19.350824,12.777778
72.892502,19.347491,0
72.892502,19.347491,12.5
72.892076,19.346458,11.944444
72.891511,19.344256,13.055556
72.8918,19.343064,13.333333
72.893129,19.339584,13.888889
72.895578,19.335242,12.777778
72.895982,19.334127,12.777778
72.895933,19.332936,13.333333
72.895502,19.33176,13.611111
72.89396,19.32834,13.611111
72.893569,19.32718,0
72.893587,19.326069,11.666667
72.893982,19.325073,11.666667
72.896187,19.320447,13.611111
72.897124,19.319504,14.444444
72.89968,19.316613,14.444444
72.899902,19.311673,13.333333
72.9002,19.310424,14.444444
72.900902,19.307858,0
72.901529,19.306749,13.888889
72.903489,19.303604,13.055556
72.904169,19.302533,14.444444
72.90564,19.30022,14.166667
72.906244,19.299164,12.5
72.906511,19.298009,13.333333
72.90628,19.296793,13.611111
72.905404,19.292073,11.388889
72.905204,19.289713,0
72.905204,19.289713,7.5
72.90516,19.288933,9.722222
72.905004,19.287129,9.444444
72.904578,19.285318,8.333333
72.90468,19.284938,8.611111
72.905196,19.284256,9.722222
72.907013,19.282538,1.944444
72.909058,19.280798,3.333333
72.909333,19.280611,0
72.909333,19.280611,3.888889
72.909676,19.280396,5
72.910644,19.279462,8.333333
72.910644,19.279462,0
72.911049,19.278776,9.722222
72.913,19.274547,11.388889
72.913573,19.273702,10.833333
72.913756,19.273611,10.555556
72.914191,19.273611,10.833333
72.914191,19.273611,10.833333
72.914702,19.273907,10
72.915351,19.274667,10.833333
72.918458,19.278198,12.777778
72.919267,19.278962,11.666667
72.920067,19.279116,12.5
72.921196,19.278729,11.944444
72.922156,19.278507,9.166667
72.922342,19.27862,7.777778
72.926338,19.280662,6.944444
72.926849,19.280793,4.166667
72.927742,19.281091,0
72.928049,19.28114,3.055556
72.928351,19.281107,2.777778
72.928613,19.28098,3.055556
72.929987,19.280209,3.055556
72.930276,19.280178,5.277778
72.930956,19.280462,8.055556
72.931084,19.280711,7.777778
72.931276,19.282647,11.666667
72.931489,19.284707,10.555556
72.931631,19.285024,9.166667
72.932142,19.285251,11.111111
72.934396,19.285633,9.722222
72.934862,19.285573,10.277778
72.935822,19.285156,0
72.935822,19.285156,0
72.936804,19.28542,10.833333
72.937338,19.285893,10.833333
72.937858,19.286669,9.722222
72.938764,19.286884,10
72.939116,19.286831,9.166667
72.939867,19.28622,10.833333
72.940698,19.28558,10.555556
72.942831,19.28496,11.944444
72.943978,19.284818,11.944444
72.947396,19.284389,12.5
72.948587,19.284251,12.222222
72.952631,19.283318,0
72.953378,19.282913,10.277778
72.954316,19.282429,11.111111
72.954996,19.28156,12.5
72.955489,19.280471,12.5
72.957351,19.277767,11.388889
72.960191,19.274476,11.111111
72.961893,19.273164,11.944444
72.963684,19.27176,12.5
72.965578,19.269262,0
72.965578,19.269262,10.277778
72.966071,19.268449,10.555556
72.96724,19.265702,11.111111
72.968262,19.263193,9.166667
72.969947,19.259053,12.777778
72.970809,19.256789,13.055556
72.971582,19.254853,9.444444
72.972098,19.253509,6.111111
72.972329,19.252971,0
72.97264,19.252211,10.833333
72.973609,19.250313,11.388889
72.975791,19.24596,11.666667
72.975844,19.24476,14.444444
72.975969,19.242182,5
72.97608,19.241782,4.722222
72.976938,19.241007,2.5
72.977449,19.240513,3.611111
72.97776,19.240102,0
72.97776,19.240102,0
72.97776,19.240102,6.944444
72.978111,19.239464,7.5
72.978356,19.239376,6.666667
72.980209,19.239293,4.444444
72.980516,19.239451,3.611111
72.981378,19.239727,4.166667
72.98272,19.239331,1.944444
72.983178,19.239644,0
72.983178,19.239644,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984627,19.239602,0
72.984613,19.241236,0
72.984613,19.241236,1.944444
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984267,19.24148,0
72.984129,19.241524,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.984178,19.241411,0
72.983351,19.239704,2.5
72.983156,19.239602,2.222222
72.982902,19.239449,1.944444
72.982582,19.239296,3.333333
72.982156,19.239393,4.444444
72.981209,19.239736,4.444444
72.980796,19.239567,3.333333
72.98052,19.239411,3.611111
72.980249,19.239264,3.055556
72.97988,19.239249,4.166667
72.979258,19.239351,7.222222
72.97844,19.239418,8.055556
72.978111,19.239567,7.222222
72.977889,19.240007,8.888889
72.977662,19.240409,0
72.977662,19.240409,5
72.977324,19.240638,5
72.975862,19.242207,5
72.975844,19.243047,10.555556
72.975813,19.246247,11.111111
72.974627,19.248864,9.166667
72.973098,19.251282,11.388889
72.9722,19.253387,0
72.971827,19.254384,11.111111
72.971458,19.255362,11.111111
72.97032,19.258071,10
72.969649,19.259576,2.777778
72.96892,19.261456,10.833333
72.968542,19.262391,0
72.968116,19.263404,5
72.967142,19.265931,9.722222
72.966538,19.26734,7.222222
72.965551,19.269307,3.888889
72.965311,19.269724,0
72.96504,19.270229,7.5
72.9646,19.27092,10.555556
72.963724,19.271722,13.611111
72.962747,19.272498,13.333333
72.959191,19.275556,12.5
72.95772,19.277364,12.5
72.956391,19.279004,0
72.956049,19.279364,3.333333
72.955862,19.279622,4.166667
72.955618,19.28018,8.611111
72.954649,19.282044,12.5
72.953787,19.282676,12.222222
72.952738,19.283229,10.277778
72.95176,19.283798,13.333333
72.94792,19.284291,11.666667
72.945684,19.284573,12.222222
72.942178,19.284987,12.222222
72.940164,19.285891,0
72.940164,19.285891,11.666667
72.939316,19.28664,12.222222
72.939316,19.28664,12.222222
72.938929,19.286838,11.111111
72.93808,19.286656,11.111111
72.937667,19.28634,11.666667
72.937111,19.28546,0
72.936098,19.285087,9.444444
72.936098,19.285087,9.444444
72.935587,19.285136,9.444444
72.934662,19.285604,10.555556
72.934662,19.285604,10.555556
72.934004,19.285529,12.5
72.9328,19.28528,12.222222
72.931716,19.28496,11.666667
72.931556,19.284722,10.833333
72.931573,19.283838,8.888889
72.931138,19.280669,7.777778
72.931013,19.280413,6.388889
72.93048,19.280169,7.5
72.92996,19.2802,8.055556
72.92904,19.280758,13.333333
72.928049,19.281142,13.611111
72.926542,19.280696,17.5
72.922387,19.278607,9.444444
72.922173,19.278442,7.777778
72.921578,19.278558,10.277778
72.920511,19.278982,12.222222
72.919671,19.279069,12.5
72.918898,19.278676,13.611111
72.917289,19.276773,13.333333
72.914209,19.273569,11.111111
72.914209,19.273569,11.111111
72.913764,19.273609,11.944444
72.913422,19.27388,11.944444
72.912813,19.274902,12.777778
72.911791,19.27708,0
72.911791,19.27708,12.5
72.911467,19.278153,11.944444
72.910307,19.279956,12.222222
72.909324,19.280644,12.222222
72.90844,19.281489,13.333333
72.907364,19.282284,5
72.906111,19.283311,9.722222
72.904587,19.285138,4.166667
72.90444,19.285427,0
72.90444,19.285427,5.277778
72.904631,19.286049,7.222222
72.904871,19.288124,7.5
72.905267,19.292511,11.388889
72.905511,19.294844,12.777778
72.906111,19.299436,13.055556
72.904831,19.30148,0
72.904173,19.302516,13.055556
72.901627,19.306482,12.777778
72.90008,19.310771,11.666667
72.899733,19.315273,12.222222
72.899298,19.317358,11.944444
72.898622,19.318267,12.777778
72.89772,19.319016,12.222222
72.896791,19.31976,0
72.896791,19.31976,13.333333
72.896013,19.320611,11.111111
72.894133,19.324709,12.777778
72.893618,19.325776,12.777778
72.89344,19.32692,12.777778
72.893698,19.328116,13.611111
72.895636,19.332351,12.777778
72.895929,19.333467,12.777778
72.895782,19.334633,13.333333
72.895164,19.335751,13.611111
72.893396,19.338967,0
72.893396,19.338967,13.333333
72.89296,19.340084,12.777778
72.891458,19.344631,12.5
72.892853,19.348784,12.777778
72.893836,19.353147,0
72.893836,19.353147,13.611111
72.893471,19.354311,12.777778
72.892756,19.359018,13.333333
72.893107,19.36402,13.333333
72.894462,19.3673,13.333333
72.895529,19.371936,13.333333
72.895516,19.373073,11.944444
72.895516,19.377607,13.055556
72.895502,19.379987,0
72.895698,19.381169,13.055556
72.89744,19.384402,0
72.89744,19.384402,13.333333
72.8976,19.38564,13.333333
72.897462,19.386769,12.5
72.896964,19.387882,12.777778
72.896209,19.388802,12.777778
72.893644,19.391529,13.055556
72.890938,19.394191,0
72.889938,19.394889,12.222222
72.885751,19.397662,12.777778
72.88484,19.398469,13.055556
72.884324,19.399502,11.666667
72.883453,19.40198,16.111111
72.881933,19.406118,18.888889
72.878004,19.409718,16.388889
72.876951,19.41234,16.666667
72.875182,19.416596,13.055556
72.874849,19.417682,12.5
72.875182,19.419971,13.333333
72.875511,19.422353,12.777778
72.875311,19.423544,13.333333
72.874849,19.424713,13.333333
72.874258,19.425776,0
72.873649,19.426822,13.333333
72.8724,19.429029,13.333333
72.872156,19.430262,14.166667
72.872551,19.431462,13.611111
72.875351,19.434256,12.5
72.877631,19.438476,13.055556
72.880129,19.442878,12.222222
72.880729,19.443867,0
72.881364,19.444856,12.777778
72.883009,19.448056,13.888889
72.883964,19.452816,14.444444
72.884573,19.456164,0
72.8846,19.45638,0
72.889427,19.46886,14.166667
72.892822,19.472784,12.222222
72.893653,19.475036,0
72.894036,19.476222,13.888889
72.895973,19.479862,14.166667
72.899484,19.484142,15.277778
72.903138,19.487544,12.222222
72.90644,19.490947,13.888889
72.907716,19.492816,0
72.908324,19.493682,10.555556
72.908982,19.494564,12.777778
72.910036,19.495189,13.333333
72.911333,19.495504,14.444444
72.915156,19.497427,13.333333
72.916907,19.498916,12.222222
72.917596,19.49978,11.388889
72.918138,19.500662,11.111111
72.918311,19.501676,11.944444
72.91816,19.50274,11.944444
72.917956,19.503851,12.222222
72.917333,19.50838,0
72.917333,19.50838,12.5
72.917436,19.509567,13.333333
72.916862,19.514224,12.5
72.916818,19.518378,5.555556
72.916787,19.518611,0
72.916724,19.519256,4.444444
72.916733,19.523393,12.5
72.916556,19.528282,12.777778
72.916969,19.532991,13.611111
72.917382,19.53786,0
72.917382,19.53786,13.333333
72.917093,19.539071,13.888889
72.915849,19.543647,12.777778
72.914529,19.548533,14.444444
72.914187,19.549722,12.777778
72.913676,19.554498,13.888889
72.913796,19.559396,0
72.913796,19.559396,13.611111
72.913804,19.560622,13.333333
72.914262,19.565356,13.055556
72.915658,19.570058,13.055556
72.91704,19.574749,13.333333
72.91716,19.575987,13.888889
72.916756,19.577222,13.888889
72.915391,19.580649,0
72.915391,19.580649,13.333333
72.915182,19.581838,13.333333
72.914329,19.58654,12.777778
72.912889,19.590962,12.5
72.912698,19.592176,13.333333
72.912911,19.59336,13.055556
72.913244,19.594498,13.055556
72.913618,19.598233,16.944444
72.912987,19.599591,0
72.912987,19.599591,0
72.912987,19.599591,15.833333
72.913071,19.600993,15.555556
72.913689,19.602298,15.555556
72.914938,19.606431,14.722222
72.914911,19.608787,13.611111
72.914902,19.610049,13.888889
72.91484,19.615136,13.055556
72.91284,19.618504,12.777778
72.910218,19.622693,13.888889
72.910102,19.623973,0
72.9106,19.625253,15.555556
72.914049,19.62896,13.888889
72.914778,19.629949,13.055556
72.915102,19.631124,13.611111
72.915129,19.63236,13.333333
72.915213,19.637069,12.5
72.915329,19.641649,12.5
72.915262,19.642842,13.055556
72.914831,19.643969,0
72.914831,19.643969,13.055556
72.91404,19.644929,13.611111
72.912249,19.646829,13.611111
72.908867,19.650369,13.055556
72.90716,19.652193,13.611111
72.906609,19.653311,13.333333
72.906511,19.654469,12.777778
72.906431,19.659156,12.777778
72.90632,19.662709,0
72.906298,19.663924,13.333333
72.906138,19.66898,12.777778
72.906,19.673696,13.333333
72.905969,19.674971,14.444444
72.906356,19.677436,11.944444
72.906982,19.678413,13.055556
72.908804,19.681538,12.5
72.908982,19.683793,0
72.909058,19.684958,12.777778
72.909951,19.689698,13.333333
72.910827,19.691931,12.5
72.910738,19.693062,12.777778
72.91024,19.694156,12.777778
72.909698,19.695216,12.777778
72.909538,19.696382,12.777778
72.909707,19.69996,12.777778
72.910316,19.704556,0
72.910316,19.704556,13.333333
72.911156,19.705467,13.611111
72.91236,19.706031,13.888889
72.917342,19.706796,13.055556
72.92212,19.708102,13.333333
72.926987,19.709256,12.777778
72.930724,19.712227,0
72.930724,19.712227,13.055556
72.931671,19.712984,12.777778
72.935173,19.716111,12.5
72.935378,19.717269,12.777778
72.935089,19.718393,12.222222
72.934524,19.719391,12.777778
72.930902,19.72316,11.944444
72.929458,19.725,13.888889
72.926116,19.728858,0
72.926116,19.728858,13.055556
72.925169,19.72962,12.222222
72.922493,19.731807,12.777778
72.919089,19.735158,12.5
72.9168,19.738969,13.055556
72.916391,19.743742,13.611111
72.916284,19.746291,0
72.916284,19.746291,13.055556
72.916284,19.747362,11.388889
72.916129,19.751838,11.944444
72.915689,19.756284,12.222222
72.915276,19.760698,12.222222
72.914978,19.765227,12.5
72.914667,19.766336,0
72.91448,19.767442,12.5
72.914009,19.770764,12.777778
72.913489,19.775422,11.944444
72.913378,19.777576,10.833333
72.913644,19.782004,12.222222
72.912453,19.786122,0
72.912453,19.786122,10
72.912293,19.786951,8.333333
72.9122,19.787582,0
72.9122,19.787582,0
72.9122,19.787582,0
72.9122,19.787582,0
72.9122,19.787582,0
72.912187,19.78776,2.777778
72.911924,19.792496,11.944444
72.912231,19.795589,11.944444
72.912307,19.797636,11.944444
72.912529,19.79788,0
72.912529,19.79788,11.944444
72.913542,19.798467,11.944444
72.918169,19.799231,12.222222
72.918169,19.799231,12.222222
72.918991,19.799849,12.222222
72.919618,19.800784,11.944444
72.92292,19.804644,12.5
72.923902,19.805311,12.5
72.927307,19.808427,12.222222
72.930204,19.811871,12.222222
72.932244,19.812891,11.388889
72.936027,19.816422,12.222222
72.938333,19.820284,12.777778
72.939493,19.820393,11.388889
72.940573,19.820211,12.222222
72.941764,19.82014,12.222222
72.942751,19.820764,13.055556
72.943756,19.82154,13.333333
72.947809,19.824533,12.777778
72.950182,19.828762,13.333333
72.951524,19.833287,12.222222
72.951418,19.834424,12.777778
72.950449,19.839053,12.777778
72.949578,19.842453,12.5
72.948484,19.846756,11.666667
72.947973,19.851213,12.5
72.946809,19.85566,12.777778
72.946013,19.858938,0
72.945924,19.860091,12.222222
72.946142,19.863524,12.222222
72.945524,19.867844,11.666667
72.944733,19.872413,13.055556
72.944711,19.877142,12.777778
72.944702,19.87948,0
72.944458,19.880593,12.5
72.94448,19.884964,12.222222
72.943724,19.887229,15
72.942911,19.889558,0
72.942453,19.890973,6.388889
72.941667,19.893138,0
72.941649,19.893322,3.611111
72.941498,19.893871,0
72.941244,19.894682,10.555556
72.940849,19.898753,10
72.939951,19.90312,13.055556
72.939529,19.907553,12.222222
72.940169,19.909807,13.055556
72.94008,19.910498,12.777778
72.93872,19.913702,0
72.938249,19.914827,13.055556
72.937791,19.915929,13.055556
72.935858,19.920613,13.611111
72.934556,19.925487,14.444444
72.934027,19.930524,14.166667
72.93448,19.93548,0
72.93448,19.93548,12.5
72.934809,19.936604,13.055556
72.93564,19.941444,12.777778
72.935387,19.9426,0
72.935387,19.9426,13.611111
72.935089,19.943824,14.166667
72.934844,19.944984,13.055556
72.933853,19.949733,13.333333
72.933213,19.954367,12.777778
72.932769,19.959216,13.611111
72.932302,19.964296,14.444444
72.931907,19.968533,15
72.93148,19.973144,12.777778
72.92988,19.977933,12.5
72.927942,19.982673,14.722222
72.926049,19.987242,13.333333
72.926391,19.990809,13.611111
72.926911,19.993318,13.333333
72.927942,19.998096,13.055556
72.928964,20.002802,14.722222
72.929209,20.004091,14.166667
72.927902,20.00892,13.611111
72.926124,20.013844,15.833333
72.925796,20.015311,16.944444
72.925476,20.01678,15.833333
72.924591,20.020867,14.166667
72.9236,20.025516,13.333333
72.922836,20.029053,0
72.9226,20.030151,12.222222
72.921578,20.035033,13.611111
72.92048,20.040104,15.277778
72.919609,20.044176,13.333333
72.918618,20.048884,12.777778
72.918116,20.051287,0
72.918116,20.051287,14.166667
72.917809,20.052627,15.833333
72.916747,20.057596,13.055556
72.91604,20.062642,14.166667
72.915413,20.06754,12.5
72.914858,20.071691,5.555556
72.914542,20.071991,0
72.9142,20.072344,6.388889
72.913858,20.072791,0
72.913613,20.073522,0
72.913338,20.075309,4.722222
72.913107,20.075818,0
72.913031,20.076127,2.777778
72.913031,20.076127,2.777778
72.913156,20.076271,4.166667
72.913618,20.076482,5.833333
72.913618,20.076482,5.833333
72.914107,20.076931,2.5
72.914222,20.077189,4.166667
72.913667,20.081742,12.5
72.913102,20.086171,12.222222
72.912507,20.090816,0
72.912507,20.090816,11.666667
72.912378,20.091822,10.555556
72.912093,20.094029,12.5
72.912622,20.098542,12.5
72.913018,20.099613,12.5
72.914542,20.103878,12.5
72.916107,20.10828,13.888889
72.916582,20.110633,0
72.916636,20.111818,13.611111
72.916662,20.114467,15.833333
72.916769,20.119747,13.888889
72.916822,20.124329,12.5
72.916947,20.129018,12.777778
72.916987,20.13008,11.111111
72.917204,20.132302,0
72.917204,20.132302,12.5
72.917329,20.133449,12.5
72.917373,20.13786,11.666667
72.916404,20.142153,11.944444
72.916769,20.146573,12.222222
72.916831,20.147753,13.333333
72.916267,20.148933,15
72.915262,20.151667,16.388889
72.914596,20.153009,0
72.914596,20.153009,15
72.913916,20.154193,15
72.910324,20.158147,13.611111
72.909667,20.159064,0
72.908502,20.161122,13.333333
72.906458,20.165582,13.055556
72.90352,20.169411,13.055556
72.901778,20.171171,12.777778
72.898582,20.175084,13.888889
72.895622,20.179144,13.611111
72.894867,20.180224,0
72.89408,20.181316,14.444444
72.891524,20.185484,13.333333
72.890556,20.19048,10.833333
72.889596,20.19544,15.277778
72.889009,20.20032,13.055556
72.889053,20.201516,0
72.889093,20.202731,13.333333
72.889253,20.206422,12.777778
72.88916,20.207618,13.611111
72.888818,20.208418,13.611111
72.887778,20.20912,12.5
72.885729,20.210198,13.055556
72.881973,20.213078,13.055556
72.881911,20.217747,13.055556
72.882013,20.218956,0
72.882111,20.220133,12.777778
72.882444,20.22494,13.055556
72.882813,20.229804,0
72.882813,20.229804,14.166667
72.882929,20.231198,15.833333
72.883058,20.232684,16.388889
72.883249,20.235442,13.333333
72.883582,20.240016,13.055556
72.883689,20.241207,13.333333
72.883804,20.243653,13.888889
72.883622,20.248556,13.611111
72.883711,20.253411,13.333333
72.883836,20.254598,0
72.883836,20.254598,12.777778
72.883951,20.255711,11.944444
72.884356,20.260144,12.222222
72.88504,20.264256,11.944444
72.885764,20.268838,13.055556
72.887582,20.272967,12.5
72.888191,20.273973,0
72.888778,20.274953,12.5
72.891809,20.278673,13.333333
72.894258,20.281491,13.055556
72.897493,20.285276,12.777778
72.899751,20.287942,12.222222
72.900338,20.288947,12.222222
72.90052,20.290071,12.777778
72.900453,20.291262,0
72.900373,20.292462,13.055556
72.900284,20.293669,12.777778
72.900231,20.298344,13.055556
72.900613,20.302962,12.5
72.90072,20.305304,12.777778
72.901427,20.309867,12.5
72.901764,20.312111,0
72.901933,20.313276,12.777778
72.902582,20.317764,12.777778
72.902733,20.318902,11.944444
72.903498,20.323436,12.777778
72.903693,20.324589,12.777778
72.904524,20.32896,10.555556
72.905129,20.3318,0
72.905302,20.3326,9.444444
72.905533,20.334556,4.722222
72.905898,20.337247,11.944444
72.906462,20.338198,11.666667
72.907267,20.338998,11.666667
72.908111,20.339804,12.777778
72.910378,20.343427,12.777778
72.908738,20.347936,0
72.908738,20.347936,12.777778
72.90844,20.349042,12.222222
72.908693,20.3512,11.666667
72.910813,20.35368,12.5
72.913138,20.356076,10
72.916098,20.359147,11.666667
72.919289,20.362402,12.5
72.920098,20.363227,0
72.920098,20.363227,12.222222
72.920884,20.364038,12.222222
72.921547,20.364864,11.666667
72.92296,20.368022,12.777778
72.922827,20.369013,10.277778
72.922418,20.369816,9.166667
72.92148,20.371116,7.222222
72.919671,20.373458,3.333333
72.919511,20.373724,0
72.919182,20.374531,2.222222
72.919618,20.374631,4.722222
72.920151,20.374813,6.388889
72.921058,20.375238,5
72.922907,20.375927,7.222222
72.923569,20.376113,5.277778
72.923844,20.376284,2.5
72.924102,20.376322,0
72.924102,20.376322,4.444444
72.924636,20.376567,8.055556
72.926009,20.377347,8.055556
72.926649,20.377467,5.833333
72.927209,20.377404,5.833333
72.927804,20.377222,6.111111
72.928347,20.37718,6.111111
72.931204,20.377991,6.666667
72.933662,20.378593,0
72.934164,20.378727,6.111111
72.934867,20.378896,8.611111
72.937142,20.378871,5
72.940964,20.378038,8.333333
72.942076,20.377773,5.277778
72.944031,20.377487,8.888889
72.945769,20.377542,0
72.946649,20.377767,8.888889
72.949622,20.37906,8.333333
72.950262,20.379158,5.555556
72.950644,20.379091,5.833333
72.951142,20.378722,6.944444
72.951636,20.378202,8.333333
72.952271,20.377631,9.722222
72.952711,20.377373,5.833333
72.952987,20.377462,5.833333
72.954133,20.37798,6.388889
72.958053,20.378269,0
72.959009,20.378462,10.277778
72.963644,20.379176,8.888889
72.964302,20.379287,6.666667
72.965876,20.379516,5.833333
72.966187,20.379613,4.444444
72.966444,20.380151,8.055556
72.968742,20.384484,11.666667
72.970018,20.386278,0
72.970733,20.387142,11.388889
72.972778,20.389576,10.833333
72.973404,20.390324,11.388889
72.973871,20.391053,8.333333
72.973693,20.391822,9.722222
72.973227,20.393613,9.166667
72.972449,20.398458,10
72.972178,20.400349,0
72.972062,20.401267,9.722222
72.971902,20.402129,10
72.971529,20.402678,10.833333
72.97072,20.403336,10.833333
72.965929,20.405644,11.388889
72.965231,20.406489,12.222222
72.964698,20.407436,10
