longitude,latitude,ground_speed
72.900911,20.303951,0
72.900911,20.303951,0
72.885378,20.264073,0
72.885084,20.262193,0
72.88504,20.261969,0
72.885018,20.261784,0
72.885018,20.261784,1.944444
72.884924,20.261222,1.944444
72.884871,20.261036,1.944444
72.884796,20.260844,2.777778
72.884516,20.259524,4.444444
72.884142,20.256258,7.777778
72.883751,20.252618,0
72.883689,20.2519,7.777778
72.883676,20.251127,9.166667
72.883827,20.246916,10.833333
72.883951,20.24276,5.833333
72.883653,20.239318,9.722222
72.883582,20.23834,0
72.883484,20.237173,13.611111
72.883227,20.233073,13.888889
72.882951,20.229976,5
72.882827,20.228147,2.777778
72.882791,20.227211,0
72.882738,20.226736,2.777778
72.882631,20.225304,2.777778
72.882604,20.224767,4.722222
72.882302,20.220489,8.055556
72.881982,20.217002,0
72.881911,20.216182,8.888889
72.882569,20.212333,8.055556
72.884116,20.211202,11.666667
72.88732,20.209491,12.5
72.88912,20.208269,10.833333
72.88936,20.207593,10.833333
72.889391,20.206671,0
72.889391,20.206671,9.444444
72.889373,20.205773,10.277778
72.889182,20.20152,10.277778
72.889267,20.198202,12.222222
72.88964,20.196089,0
72.889831,20.194922,13.333333
72.890387,20.19186,8.333333
72.891004,20.188727,12.777778
72.892364,20.183947,11.388889
72.895049,20.180171,11.944444
72.897858,20.176269,13.888889
72.898622,20.175271,0
72.899369,20.174302,12.777778
72.902253,20.170771,13.611111
72.905867,20.167084,12.777778
72.907671,20.163073,11.666667
72.909773,20.159027,11.944444
72.910453,20.158084,0
72.911196,20.157173,11.944444
72.914187,20.154016,9.166667
72.915902,20.14984,8.888889
72.916902,20.146327,9.722222
72.916671,20.145351,0
72.916556,20.144216,12.777778
72.917098,20.139113,15.555556
72.917658,20.134996,14.444444
72.917169,20.130838,16.111111
72.916987,20.126716,12.777778
72.916947,20.122884,0
72.916916,20.121724,13.611111
72.916907,20.119269,11.388889
72.916853,20.114404,11.111111
72.916636,20.110098,10.277778
72.915231,20.105418,0
72.915231,20.105418,15.555556
72.914733,20.10404,16.111111
72.913231,20.099789,16.388889
72.912093,20.095838,14.444444
72.912324,20.093258,14.166667
72.913053,20.088011,14.444444
72.91368,20.082996,13.055556
72.913827,20.081936,0
72.913956,20.081009,9.166667
72.913956,20.081009,9.166667
72.914049,20.080673,7.222222
72.914529,20.080236,6.944444
72.91516,20.079053,5.277778
72.915253,20.078673,3.611111
72.915289,20.078444,0
72.915511,20.077264,2.222222
72.915747,20.075673,3.055556
72.915747,20.075673,3.055556
72.915733,20.075982,3.333333
72.915787,20.076318,3.611111
72.915787,20.076318,3.611111
72.915596,20.076533,0
72.915596,20.076533,2.777778
72.915444,20.076564,0
72.915147,20.076429,4.166667
72.915009,20.076278,4.166667
72.914596,20.075638,4.166667
72.914582,20.075227,5.277778
72.915102,20.071558,8.333333
72.915667,20.067231,9.444444
72.915893,20.065387,0
72.916009,20.064351,11.388889
72.916587,20.059676,8.888889
72.917556,20.054578,14.722222
72.918227,20.051293,8.888889
72.918404,20.050593,6.944444
72.918724,20.049051,0
72.919142,20.047169,12.777778
72.919609,20.045031,11.111111
72.920516,20.04072,12.222222
72.921396,20.036607,7.777778
72.922258,20.032556,13.611111
72.923018,20.028718,0
72.923249,20.027667,11.944444
72.924218,20.023213,11.111111
72.925102,20.019,11.666667
72.925773,20.015873,11.666667
72.92704,20.011527,0
72.92704,20.011527,5.833333
72.927244,20.011027,5
72.928511,20.007587,6.944444
72.929222,20.005676,5.555556
72.928893,20.001569,14.722222
72.928627,20.000338,0
72.928382,19.999227,11.666667
72.927467,19.995051,11.111111
72.927271,19.994044,10.833333
72.92684,19.992136,10.555556
72.926058,19.987689,13.611111
72.927818,19.983269,15
72.92956,19.979049,12.222222
72.931129,19.975144,8.888889
72.931747,19.971722,9.166667
72.932151,19.967047,13.888889
72.932556,19.962713,9.722222
72.933031,19.958033,9.166667
72.933449,19.953338,15.277778
72.934311,19.947922,15.833333
72.935218,19.943527,15.833333
72.935569,19.939109,10.555556
72.934227,19.934176,15.555556
72.934218,19.9294,14.166667
72.934702,19.925253,16.666667
72.935791,19.921033,15.833333
72.937484,19.916991,16.388889
72.939493,19.91212,12.777778
72.94024,19.909693,6.111111
72.94008,19.909182,5.833333
72.939484,19.905507,11.388889
72.940604,19.900824,11.388889
72.941138,19.895851,10.555556
72.94224,19.892656,0
72.94224,19.892656,0
72.94224,19.892656,0
72.942964,19.890342,2.222222
72.943413,19.88842,0
72.943636,19.887747,7.777778
72.945129,19.883556,12.5
72.944649,19.881342,12.5
72.944809,19.877009,12.222222
72.944818,19.872569,12.222222
72.945191,19.870402,0
72.945373,19.869373,11.388889
72.94616,19.864802,14.444444
72.946076,19.860647,11.388889
72.946587,19.8565,11.666667
72.94796,19.852389,12.222222
72.948133,19.85128,0
72.948302,19.850176,11.944444
72.948533,19.847209,9.166667
72.949631,19.842729,9.166667
72.950693,19.838509,9.166667
72.951431,19.8353,0
72.951556,19.834291,11.111111
72.950582,19.829656,10.277778
72.9486,19.825311,13.611111
72.946787,19.823698,12.5
72.944924,19.822442,11.111111
72.941298,19.819947,9.444444
72.938529,19.820204,10
72.937622,19.819867,10
72.936929,19.819271,9.166667
72.936556,19.818618,6.666667
72.936387,19.81806,5.833333
72.935707,19.815729,5.277778
72.932151,19.812796,13.888889
72.928307,19.809384,14.444444
72.925431,19.80636,15
72.922058,19.803836,15
72.919542,19.800469,15.833333
72.91864,19.799349,14.722222
72.917329,19.79886,14.722222
72.915947,19.798478,15
72.91456,19.798313,13.888889
72.913284,19.7982,13.055556
72.912347,19.79746,12.777778
72.912116,19.796771,14.166667
72.912133,19.791996,12.5
72.912356,19.788407,2.5
72.912453,19.788202,2.222222
72.912858,19.787467,0
72.912858,19.787467,0
72.912858,19.787467,0
72.912858,19.787467,0
72.912484,19.787007,3.055556
72.913564,19.782862,9.444444
72.913573,19.778264,0
72.913573,19.778264,10.555556
72.913538,19.7773,10.833333
72.914329,19.774176,1.944444
72.914413,19.774002,0
72.9142,19.77356,0
72.9142,19.77356,0
72.9142,19.77356,0
